416,914,0.906038
7388,18961,30.1137
1020,2522,0.587489
12981,28376,219.777
224,523,0.217944
398,871,1.12051
975,2184,1.23042
352,749,0.564604
361,766,0.415837
14639,33937,79.4179
4,5,1.6e-05
933,2950,1.01106
74,258,0.179911
4807,11140,78.8565
4660,6674,18.1487
13389,40003,34.0911
24,76,0.057357
33113,75379,115.655
1609,3264,6.54545
1052,2836,2.94956
1057,2535,1.00188
12982,39018,26.3364
