416,914,0.114429
7388,18961,2.68212
224,523,0.065377
398,871,0.118069
975,2184,0.307504
352,749,0.109314
361,766,0.099799
14639,33937,4.58092
933,2950,0.308733
74,258,0.02616
4807,11140,1.40221
4660,6674,1.47406
13389,40003,4.56117
24,76,0.006667
33113,75379,14.0481
1609,3264,0.396165
1052,2836,0.310712
1057,2535,0.228767
12982,39018,4.9158
