1,0.045859,9402,11464
2,0.081648,9402,11464
3,0.128847,9402,11464
4,0.156768,9402,11464
5,0.204254,9402,11464
6,0.239215,9402,11464
7,0.294343,9402,11464
8,0.332603,9402,11464
9,0.371266,9402,11464
10,0.40151,3457,10584
11,0.440802,9402,11464
12,0.477801,9402,11464
13,0.521256,9402,11464
14,0.56475,9402,11464
15,0.647021,9402,11464
16,0.632547,9402,11464
17,0.699728,9402,11464
18,0.745336,9402,11464
19,0.783044,9402,11464
20,0.817614,9402,11464
21,0.868763,9402,11464
22,0.904161,9402,11464
23,0.935736,9402,11464
24,0.978612,9402,11464
25,1.02284,9402,11464
26,1.04969,9402,11464
27,1.10373,9402,11464
28,1.15063,9402,11464
29,1.18649,9402,11464
30,1.23243,9402,11464
31,1.26835,9402,11464
32,1.34475,9402,11464
33,1.42213,9402,11464
34,1.46322,9402,11464
35,1.5053,9402,11464
36,1.55213,9402,11464
37,1.60847,9402,11464
38,1.63592,9402,11464
39,1.6733,9402,11464
40,1.73379,9402,11464
41,1.7103,9402,11464
42,1.73893,9402,11464
43,1.77706,9402,11464
44,1.8186,9402,11464
45,1.86789,9402,11464
46,1.89542,9402,11464
47,1.94634,9402,11464
48,2.00213,9402,11464
49,2.03979,9402,11464
50,2.07712,9402,11464
51,2.11948,9402,11464
52,2.15388,9402,11464
53,2.23422,9402,11464
54,2.23851,9402,11464
55,2.27797,9402,11464
56,2.31379,9402,11464
57,2.38063,9402,11464
58,2.41952,9402,11464
59,2.48421,9402,11464
60,2.50816,9402,11464
61,2.57475,9402,11464
62,2.61424,9402,11464
63,2.65796,9402,11464
64,2.73257,9402,11464
65,2.84861,9402,11464
66,2.89063,9402,11464
67,2.93114,9402,11464
68,2.98728,9402,11464
69,3.0386,9402,11464
70,3.07456,9402,11464
71,3.12519,9402,11464
72,3.16536,9402,11464
73,3.23611,9402,11464
74,3.34742,9402,11464
75,3.32437,9402,11464
76,3.36634,9402,11464
77,3.39552,9402,11464
78,3.44986,9402,11464
79,3.49517,9402,11464
80,3.5654,9402,11464
81,3.5991,9402,11464
82,3.65095,9402,11464
83,3.69456,9402,11464
84,3.74098,9402,11464
85,3.79458,9402,11464
86,3.84842,9402,11464
87,3.89375,9402,11464
88,3.94732,9402,11464
89,4.01235,9402,11464
90,4.0904,9402,11464
91,4.21235,9402,11464
92,4.14903,9402,11464
93,4.19781,9402,11464
94,4.34066,9402,11464
95,4.31688,9402,11464
96,4.3569,9402,11464
97,4.3955,9402,11464
98,4.45198,9402,11464
99,4.53509,9402,11464
100,4.56117,9402,11464
