0,0.002919,239,508
2,0.00586,687,446
3,0.007835,687,446
4,0.009139,687,446
5,0.011204,948,446
6,0.013412,687,446
7,0.015128,532,106
8,0.017428,687,446
9,0.020816,948,446
10,0.022177,532,106
11,0.022975,687,445
12,0.025004,948,445
13,0.029844,687,446
14,0.028824,687,446
15,0.03092,948,446
16,0.033253,948,446
17,0.035901,948,572
18,0.038539,532,106
19,0.040334,948,446
20,0.041246,948,446
21,0.045705,948,446
22,0.047097,687,445
23,0.047174,687,446
24,0.050504,948,446
25,0.051692,687,445
26,0.052025,687,446
27,0.05532,948,446
28,0.056371,687,446
29,0.05681,948,446
30,0.059322,687,446
31,0.063559,687,446
32,0.067003,687,446
33,0.071589,948,446
34,0.073601,687,446
35,0.075514,687,446
36,0.075792,532,106
37,0.080715,948,446
38,0.081807,687,446
39,0.080791,687,446
40,0.084898,948,446
41,0.08552,687,446
42,0.090933,948,446
43,0.091719,948,446
44,0.094367,948,446
45,0.09305,687,446
46,0.09769,948,446
47,0.102055,948,446
48,0.104544,687,446
49,0.100152,948,446
50,0.111249,532,106
51,0.105387,948,446
52,0.110744,948,446
53,0.116171,687,446
54,0.117255,948,446
55,0.117633,948,446
56,0.116872,948,446
57,0.120826,948,446
58,0.130781,948,446
59,0.126497,948,446
60,0.125875,948,446
61,0.130361,948,446
62,0.132201,948,446
63,0.134967,948,446
64,0.166348,948,446
65,0.14667,687,446
66,0.148635,948,446
67,0.152414,687,446
68,0.156473,948,446
69,0.156804,687,446
70,0.158526,948,446
71,0.16315,948,446
72,0.163406,948,446
73,0.180546,687,446
74,0.172061,948,446
75,0.17204,687,445
76,0.174435,948,446
77,0.174995,687,446
78,0.174651,948,446
79,0.177824,687,446
80,0.183767,687,446
81,0.182364,948,572
82,0.187366,687,446
83,0.18711,948,446
84,0.192044,687,446
85,0.195688,948,446
86,0.191781,687,446
87,0.197592,948,446
88,0.200567,687,446
89,0.207868,687,446
90,0.204799,687,446
91,0.205878,948,446
92,0.215336,948,446
93,0.210673,948,446
94,0.210257,687,446
95,0.219198,948,446
96,0.221435,948,446
97,0.220482,948,446
98,0.220532,687,446
99,0.224261,687,446
100,0.228767,948,446
