1,0.127174,32158,22202
2,0.22872,32158,22202
3,0.341543,32158,22202
4,0.444703,23802,22202
5,0.578403,23802,22202
6,0.686671,23802,22202
7,0.783829,23802,22202
8,0.891932,23802,22202
9,1.02633,23802,22202
10,1.13912,23802,22202
11,1.25055,23802,22202
12,1.37102,23802,22202
13,1.4692,23802,22202
14,1.59026,9751,22202
15,1.72827,9751,22202
16,1.80094,23802,22202
17,2.02083,23802,22202
18,2.21321,32158,22202
19,2.28154,23802,22202
20,2.51254,32158,22202
21,2.71338,32158,22202
22,2.66214,23802,22202
23,2.83486,23505,22202
24,2.87872,23802,22202
25,2.93133,23802,22202
26,3.04724,23802,22202
27,3.15787,9751,22202
28,3.27582,23802,22202
29,3.40285,23802,22202
30,3.49959,23802,22202
31,3.68438,23802,22202
32,3.73292,23802,22202
33,4.0057,31026,22202
34,4.22922,23802,22202
35,4.24419,23802,22202
36,4.37554,23802,22202
37,4.503,23802,22202
38,4.59892,23802,22202
39,4.74483,23802,22202
40,5.04275,23802,22202
41,5.14333,23802,22202
42,5.32138,23802,22202
43,5.384,23802,22202
44,5.51088,23802,22202
45,5.60675,23802,22202
46,5.76096,23802,22202
47,5.84944,23802,22202
48,6.0571,23802,22202
49,6.26511,23802,22202
50,6.33364,23802,22202
51,6.45072,23802,22202
52,6.57578,23802,22202
53,6.66021,23802,22202
54,6.75938,23802,22202
55,7.00694,23802,22202
56,7.05717,23802,22202
57,7.26596,23802,22202
58,7.39482,23802,22202
59,7.80763,23802,22202
60,7.92799,23802,22202
61,8.43302,23802,22202
62,7.90186,23802,22202
63,8.10431,23802,22202
64,8.22992,23802,22202
65,8.6593,23802,22202
66,8.72079,23802,22202
67,8.87171,23802,22202
68,9.03945,23802,22202
69,9.43086,23802,22202
70,9.36289,23802,22202
71,9.43136,23802,22202
72,9.58848,23802,22202
73,9.67616,23802,22202
74,9.78411,23802,22202
75,10.0001,23802,22202
76,10.1716,23802,22202
77,10.2735,23802,22202
78,10.3047,23802,22202
79,10.5516,23802,22202
80,10.6625,23802,22202
81,10.7778,23802,22202
82,11.2615,23802,22202
83,11.1134,23802,22202
84,11.8354,23802,22202
85,11.063,23802,22202
86,11.4958,23802,22202
87,11.86,23802,22202
88,11.776,23802,22202
89,12.1153,23802,22202
90,12.4078,23802,22202
91,12.9563,23802,22202
92,12.6807,23802,22202
93,12.4807,32158,22202
94,12.8206,23802,22202
95,13.2465,23802,22202
96,13.0256,23802,22202
97,14.0097,23802,22202
98,14.2683,23802,22202
99,13.4273,23802,22202
100,14.0481,23802,22202
