1,0.039585,908,5244
2,0.073787,908,5244
3,0.115515,14184,271
4,0.134967,908,5244
5,0.183426,908,5244
6,0.207225,908,5244
7,0.238459,908,5244
8,0.270643,4102,271
9,0.318911,908,5244
10,0.348956,908,5244
11,0.383736,908,5244
12,0.416806,908,5244
13,0.45628,7424,271
14,0.509252,908,5244
15,0.511372,908,5244
16,0.542303,908,5244
17,0.614767,908,5244
18,0.63997,908,5244
19,0.676135,908,5244
20,0.707667,908,5244
21,0.741492,908,5244
22,0.778678,908,5244
23,0.815219,908,5244
24,0.842772,908,5244
25,0.878331,908,5244
26,0.910857,908,5244
27,0.946818,908,5244
28,0.988689,908,5244
29,1.01803,908,5244
30,1.05556,908,5244
31,1.08782,908,5244
32,1.12674,908,5244
33,1.23921,908,5244
34,1.27293,908,5244
35,1.3153,908,5244
36,1.34798,908,5244
37,1.43648,908,5244
38,1.42865,908,5244
39,1.45983,908,5244
40,1.50541,908,5244
41,1.53697,908,5244
42,1.68174,908,5244
43,1.61431,908,5244
44,1.67589,908,5244
45,1.73199,908,5244
46,1.78146,908,5244
47,1.82278,908,5244
48,1.83588,908,5244
49,1.89358,908,5244
50,1.9652,908,5244
51,1.98716,908,5244
52,2.02346,908,5244
53,2.05519,908,5244
54,2.09021,908,5244
55,2.14377,908,5244
56,2.18239,908,5244
57,2.24524,908,5244
58,2.29149,908,5244
59,2.30223,908,5244
60,2.35987,908,5244
61,2.40352,908,5244
62,2.45348,908,5244
63,2.47642,908,5244
64,2.53463,908,5244
65,2.69765,908,5244
66,2.76031,908,5244
67,2.78284,908,5244
68,2.87826,908,5244
69,2.89055,908,5244
70,2.91259,908,5244
71,2.98217,908,5244
72,3.04405,908,5244
73,3.10542,908,5244
74,3.11096,908,5244
75,3.14818,908,5244
76,3.19567,908,5244
77,3.27562,908,5244
78,3.3293,908,5244
79,3.35534,908,5244
80,3.40057,908,5244
81,3.45533,908,5244
82,3.50283,908,5244
83,3.56508,908,5244
84,3.67244,908,5244
85,4.04343,908,5244
86,3.78685,908,5244
87,3.92981,908,5244
88,4.03477,908,5244
89,3.94768,908,5244
90,4.04024,908,5244
91,4.03985,908,5244
92,4.10164,908,5244
93,4.1282,908,5244
94,4.25301,908,5244
95,4.21835,908,5244
96,4.3218,908,5244
97,4.41027,908,5244
98,4.59383,908,5244
99,4.44511,908,5244
100,4.58092,908,5244
