1,0.000239,68,1
2,0.000431,56,1
1,0.000847,56,57
1,0.001207,56,57
5,0.001385,68,1
6,0.001742,41,62
1,0.001529,56,55
1,0.001832,56,57
9,0.002042,41,62
10,0.002533,41,57
11,0.002413,8,57
12,0.002672,68,62
1,0.003483,56,57
14,0.003482,41,1
15,0.003521,41,1
16,0.003481,8,55
17,0.004095,41,62
18,0.004522,68,1
16,0.004451,56,62
20,0.004737,68,1
1,0.004668,56,55
1,0.005032,56,57
1,0.005244,56,57
24,0.005617,41,55
1,0.005783,56,57
26,0.006134,68,1
27,0.006586,41,57
28,0.006268,68,62
29,0.007128,8,57
30,0.008082,41,55
1,0.008433,56,55
32,0.008669,8,55
28,0.00928,56,62
30,0.009891,68,62
30,0.009187,68,62
36,0.008575,8,57
37,0.008861,56,1
38,0.009608,41,55
39,0.009207,68,55
40,0.009212,41,55
34,0.009746,68,62
2,0.009803,64,62
32,0.009695,56,62
44,0.012729,41,55
1,0.012122,56,57
46,0.010751,64,57
1,0.010502,56,57
48,0.010428,41,55
38,0.012146,56,62
50,0.011905,41,57
51,0.011821,64,57
2,0.01221,64,62
1,0.013523,56,55
54,0.013716,68,1
55,0.012776,56,1
56,0.013067,41,55
57,0.014159,56,1
58,0.014146,68,55
59,0.013471,8,55
60,0.016884,41,55
58,0.017768,68,62
62,0.014943,41,55
1,0.014354,56,55
64,0.016019,64,57
65,0.016923,8,55
66,0.018423,41,55
67,0.017018,8,55
68,0.020458,41,57
2,0.020553,64,62
70,0.019918,68,62
71,0.019523,64,55
72,0.018091,8,55
73,0.022505,41,57
74,0.020106,41,62
75,0.020156,41,55
76,0.020634,56,62
1,0.020153,56,55
78,0.021688,41,1
79,0.022157,8,57
78,0.023164,56,62
81,0.02155,41,55
1,0.02632,56,55
82,0.027106,56,62
84,0.023622,68,62
85,0.024138,41,1
1,0.0246,56,57
87,0.024279,41,55
88,0.024395,64,57
1,0.024726,56,57
90,0.025953,41,55
91,0.027233,41,57
92,0.026357,41,55
93,0.027613,41,57
94,0.027486,41,1
1,0.026853,56,57
96,0.028071,64,57
97,0.026423,41,57
1,0.025787,56,57
1,0.027624,56,55
100,0.02616,56,1
