1,0.015005,3696,3533
2,0.030234,3212,3533
3,0.044301,3212,3533
4,0.054508,3212,3533
5,0.070714,3696,3533
6,0.083018,3212,3533
7,0.095002,3212,3533
8,0.102923,3212,3533
9,0.121037,3696,3533
10,0.133,3212,3533
11,0.148347,3212,3533
12,0.155786,3696,3533
13,0.179669,3696,3533
14,0.177607,3212,3533
15,0.191907,3696,3533
16,0.200705,3212,3533
17,0.229032,3212,3533
18,0.239685,3212,3533
19,0.253105,3212,3533
20,0.26446,3212,3533
21,0.274919,3696,3533
22,0.290853,3212,3533
23,0.295569,3212,3533
24,0.338911,3212,3533
25,0.323414,3212,3533
26,0.338201,3696,3533
27,0.383217,3212,3533
28,0.358154,3212,3533
29,0.384607,3212,3533
30,0.557048,3212,3533
31,0.426145,3212,3533
32,0.423683,3212,3533
33,0.457384,3696,3533
34,0.47493,3212,3533
35,0.485586,3696,3533
36,0.506058,3212,3533
37,0.516349,3212,3533
38,0.514094,3212,3533
39,0.530428,3696,3533
40,0.536316,3212,3533
41,0.58882,3696,3533
42,0.566271,3696,3533
43,0.578429,3212,3533
44,0.646658,3696,3533
45,0.642703,3212,3533
46,0.613856,3696,3533
47,0.629613,3696,3533
48,0.642534,3696,3533
49,0.655807,3212,3533
50,0.688179,3212,3533
51,0.697027,3212,3533
52,0.694926,3696,3533
53,0.720289,3212,3533
54,0.732883,3212,3533
55,0.749367,3696,3533
56,0.799313,3212,3533
57,0.776552,3212,3533
58,0.781898,3696,3533
59,0.840404,3696,3533
60,0.810402,3696,3533
61,0.83321,3212,3533
62,0.837745,3212,3533
63,0.862216,3212,3533
64,0.865325,3212,3533
65,0.921484,3212,3533
66,0.929354,3212,3533
67,0.941389,3212,3533
68,0.947657,3696,3533
69,1.03234,3696,3533
70,0.975573,3212,3533
71,0.991402,3696,3533
72,1.00266,3212,3533
73,1.01113,3212,3533
74,1.03846,3212,3533
75,1.05513,3212,3533
76,1.0666,3212,3533
77,1.07635,3212,3533
78,1.08352,3212,3533
79,1.10145,3212,3533
80,1.12782,3212,3533
81,1.1357,3696,3533
82,1.13875,3212,3533
83,1.15834,3212,3533
84,1.2013,3212,3533
85,1.18987,3212,3533
86,1.23125,3212,3533
87,1.21812,3212,3533
88,1.23961,3212,3533
89,1.26918,3212,3533
90,1.26539,3212,3533
91,1.29596,3212,3533
92,1.34452,3212,3533
93,1.33802,3212,3533
94,1.35194,3212,3533
95,1.38215,3212,3533
96,1.38411,4214,3533
97,1.44002,3212,3533
98,1.46229,3212,3533
99,1.40898,3212,3533
100,1.47406,3696,3533
